algorithm,objective,dims,runs,success_ratio,success_pct,avg_clicks,avg_time_ms,avg_guesses,avg_completion,avg_time_per_click_ms,avg_completion_per_click,avg_guess_rate
exact_solver,MaxInformation,8x8x8,30,0.0,0.0,55.56666666666667,3930.366666666667,5.7,63.841,56.826288957645595,1.206372021671237,0.17034331896873964
exact_solver,MinDistance,8x8x8,30,0.0,0.0,47.9,2619.1666666666665,4.1,56.13766666666667,41.16150852921854,1.2907795808087534,0.17690277327525314
exact_solver,MinRotation,8x8x8,30,0.0,0.0,43.266666666666666,2088.9666666666667,2.466666666666667,50.974000000000004,35.26421171351099,1.4460121945559086,0.15606485678903337
global_sat,MaxInformation,8x8x8,30,0.9333333333333333,93.33333333333333,121.86666666666666,155806.76666666666,1.1333333333333333,96.78299999999999,1223.0087965048306,0.8101241514868566,0.03325946024373942
global_sat,MinDistance,8x8x8,30,0.9333333333333333,93.33333333333333,118.13333333333334,65321.86666666667,1.1333333333333333,96.78299999999999,530.3933858770392,0.8350014976464126,0.03354037231211093
global_sat,MinRotation,8x8x8,30,0.9333333333333333,93.33333333333333,120.26666666666667,43541.9,1.1333333333333333,96.78299999999999,352.01415001807146,0.8218810161040566,0.0333832460804465
greedy,MaxInformation,8x8x8,30,0.0,0.0,10.066666666666666,26.133333333333333,10.066666666666666,38.327666666666666,2.936171236171236,6.01727506012506,1.0
greedy,MinDistance,8x8x8,30,0.0,0.0,11.833333333333334,29.933333333333334,11.833333333333334,34.814,2.711906905248723,3.5660753564992196,1.0
greedy,MinRotation,8x8x8,30,0.0,0.0,11.1,29.333333333333332,11.1,33.418,2.643549640742623,3.6802473970879674,1.0
partitioned_sat,MaxInformation,8x8x8,30,0.9333333333333333,93.33333333333333,121.86666666666666,117059.7,1.1333333333333333,96.78299999999999,920.6237247873341,0.8109508429011857,0.033280640907644335
partitioned_sat,MinDistance,8x8x8,30,0.9333333333333333,93.33333333333333,118.4,53713.333333333336,1.1333333333333333,96.78299999999999,435.4327069038174,0.832853187202518,0.033495108572839466
partitioned_sat,MinRotation,8x8x8,30,0.9333333333333333,93.33333333333333,121.1,27567.3,1.1333333333333333,96.78299999999999,222.9085855796793,0.8135488560130104,0.03329840522679677
scip_solver,MaxInformation,8x8x8,30,0.9666666666666667,96.66666666666667,119.73333333333333,124869.53333333334,1.1666666666666667,96.857,1007.3049894507052,0.826480468519412,0.02517505934379515
scip_solver,MinDistance,8x8x8,30,0.9333333333333333,93.33333333333333,118.7,95327.1,1.1333333333333333,96.88866666666667,783.8717331764029,0.8308300964169586,0.02103136339386587
scip_solver,MinRotation,8x8x8,30,0.9333333333333333,93.33333333333333,119.1,85686.6,1.1,96.87833333333333,702.4426705345821,0.82941091129396,0.018000812409642897
